age,gender,married,dependents,education,employment_type,years_at_job,annual_income,coapplicant_income,credit_score,credit_history,loan_amount,loan_amount_term,loan_purpose,property_area,collateral_value,loan_status
44,Female,No,1,Graduate,Unemployed,19,1891,117,776,Bad,568,300,Business,Semiurban,607,Rejected
53,Male,Yes,1,Graduate,Business,4,913,70,609,Good,439,300,Car,Urban,398,Rejected
44,Female,Yes,0,Not Graduate,Salaried,12,1343,677,397,Good,203,300,Business,Rural,249,Rejected
31,Female,Yes,0,Not Graduate,Self-Employed,20,292,659,761,Good,314,300,Home,Rural,28,Rejected
28,Female,No,1,Not Graduate,Self-Employed,26,896,726,581,Good,538,480,Personal,Rural,442,Rejected
56,Female,Yes,2,Graduate,Self-Employed,1,1175,881,333,Bad,199,180,Personal,Urban,317,Rejected
58,Male,No,3,Not Graduate,Salaried,0,1675,476,564,Bad,106,480,Personal,Rural,193,Rejected
60,Female,No,2,Not Graduate,Self-Employed,7,617,948,716,Bad,223,240,Home,Rural,681,Rejected
40,Male,No,3,Graduate,Unemployed,9,1918,437,702,Good,425,480,Business,Rural,424,Approved
55,Male,Yes,3,Not Graduate,Self-Employed,27,1288,853,594,Bad,284,240,Business,Rural,866,Rejected
45,Female,Yes,1,Graduate,Business,4,1017,148,305,Good,692,180,Other,Semiurban,895,Rejected
55,Male,Yes,1,Graduate,Unemployed,17,1386,233,578,Good,520,360,Car,Urban,339,Rejected
45,Male,Yes,2,Graduate,Business,22,484,68,868,Good,323,300,Car,Urban,169,Rejected
49,Male,No,3,Graduate,Business,29,688,167,408,Good,552,180,Car,Rural,961,Rejected
38,Female,No,2,Graduate,Business,1,1299,436,751,Good,343,300,Other,Rural,74,Rejected
38,Female,No,0,Not Graduate,Business,21,1558,430,410,Good,327,300,Education,Rural,293,Rejected
22,Female,No,1,Not Graduate,Unemployed,8,1359,239,633,Good,211,360,Car,Semiurban,695,Rejected
55,Male,Yes,1,Graduate,Salaried,15,241,746,323,Good,447,180,Personal,Urban,248,Rejected
36,Male,No,3,Graduate,Unemployed,19,434,565,824,Good,461,480,Business,Urban,54,Rejected
61,Female,Yes,1,Not Graduate,Self-Employed,20,866,969,870,Bad,729,480,Education,Urban,922,Rejected
56,Female,No,2,Not Graduate,Self-Employed,16,1812,32,492,Bad,612,480,Education,Semiurban,91,Rejected
53,Male,Yes,3,Graduate,Salaried,15,524,704,337,Good,145,180,Education,Rural,584,Rejected
24,Female,No,3,Not Graduate,Self-Employed,28,807,496,764,Good,128,480,Car,Rural,50,Rejected
53,Female,No,0,Graduate,Unemployed,0,1365,867,443,Good,767,180,Home,Semiurban,798,Rejected
34,Male,Yes,2,Graduate,Self-Employed,24,1871,847,882,Bad,481,480,Education,Semiurban,300,Rejected
41,Male,No,3,Not Graduate,Self-Employed,4,206,210,730,Good,326,240,Education,Rural,433,Rejected
40,Female,Yes,1,Graduate,Business,27,824,68,375,Good,274,480,Car,Semiurban,462,Rejected
28,Female,No,1,Graduate,Unemployed,26,986,662,322,Good,149,300,Business,Urban,723,Rejected
27,Female,Yes,3,Not Graduate,Business,18,696,53,787,Good,745,300,Personal,Rural,247,Rejected
23,Female,Yes,1,Not Graduate,Salaried,17,545,770,689,Good,497,360,Business,Semiurban,670,Rejected
37,Male,Yes,3,Not Graduate,Unemployed,25,1436,941,549,Good,682,360,Other,Semiurban,748,Rejected
53,Female,Yes,3,Graduate,Business,22,1265,817,329,Bad,151,480,Business,Semiurban,602,Rejected
32,Female,No,3,Not Graduate,Unemployed,19,933,273,833,Good,276,240,Other,Urban,432,Approved
42,Male,Yes,1,Graduate,Self-Employed,2,174,770,812,Good,538,360,Education,Semiurban,502,Rejected
42,Male,Yes,1,Graduate,Salaried,17,1800,361,797,Good,654,180,Education,Semiurban,755,Approved
50,Male,Yes,2,Graduate,Self-Employed,10,689,114,423,Good,752,300,Business,Semiurban,336,Rejected
58,Male,Yes,0,Graduate,Self-Employed,10,530,258,750,Good,178,300,Education,Rural,424,Approved
58,Male,No,1,Not Graduate,Unemployed,10,1312,653,851,Bad,200,180,Education,Urban,929,Rejected
28,Male,Yes,3,Graduate,Salaried,9,439,135,784,Good,273,480,Personal,Urban,870,Rejected
47,Male,No,1,Not Graduate,Unemployed,9,326,799,399,Good,758,180,Personal,Urban,372,Rejected
47,Female,No,1,Not Graduate,Self-Employed,3,1406,861,731,Good,330,360,Other,Rural,370,Approved
54,Female,Yes,3,Not Graduate,Salaried,8,788,18,664,Good,728,480,Education,Semiurban,507,Rejected
41,Male,Yes,2,Not Graduate,Salaried,9,1567,773,594,Bad,242,300,Other,Rural,335,Rejected
50,Female,Yes,3,Not Graduate,Self-Employed,12,1577,840,681,Bad,72,360,Business,Semiurban,71,Rejected
53,Female,Yes,2,Not Graduate,Unemployed,22,682,559,318,Good,708,240,Education,Semiurban,533,Rejected
48,Male,No,1,Not Graduate,Self-Employed,0,1552,221,576,Bad,569,240,Other,Urban,463,Rejected
53,Male,No,3,Not Graduate,Self-Employed,15,356,183,374,Good,699,300,Home,Urban,48,Rejected
25,Male,Yes,1,Not Graduate,Self-Employed,18,1904,325,318,Good,286,300,Personal,Rural,178,Rejected
39,Male,Yes,3,Graduate,Unemployed,11,1417,316,560,Good,663,180,Other,Semiurban,969,Rejected
24,Male,No,1,Not Graduate,Salaried,4,1524,175,823,Bad,446,360,Home,Urban,336,Rejected
55,Female,No,1,Graduate,Business,22,1097,30,792,Good,795,180,Business,Rural,214,Rejected
37,Female,Yes,1,Graduate,Self-Employed,29,455,169,834,Good,150,240,Business,Urban,745,Approved
64,Male,Yes,3,Graduate,Salaried,4,1545,212,550,Good,163,180,Other,Urban,618,Rejected
48,Male,Yes,2,Not Graduate,Business,24,228,551,604,Good,765,300,Business,Semiurban,872,Rejected
50,Female,Yes,1,Not Graduate,Salaried,6,996,438,310,Bad,798,300,Other,Rural,369,Rejected
49,Female,Yes,3,Graduate,Unemployed,11,1718,334,394,Bad,708,360,Other,Urban,873,Rejected
26,Female,Yes,3,Not Graduate,Business,13,1625,746,357,Bad,50,360,Car,Urban,659,Rejected
55,Male,No,1,Graduate,Business,0,769,276,808,Good,389,180,Home,Rural,256,Rejected
61,Male,No,1,Not Graduate,Business,5,1584,298,411,Good,560,180,Car,Semiurban,991,Rejected
57,Female,No,2,Not Graduate,Self-Employed,17,1130,461,723,Good,271,480,Education,Urban,371,Approved
44,Male,No,1,Graduate,Business,5,1486,313,565,Good,358,480,Home,Semiurban,878,Rejected
49,Female,Yes,2,Not Graduate,Unemployed,18,1783,165,478,Good,377,240,Personal,Semiurban,380,Rejected
51,Male,Yes,0,Not Graduate,Unemployed,29,1167,127,856,Good,355,360,Car,Urban,645,Approved
55,Male,No,3,Graduate,Business,11,1068,971,881,Bad,88,300,Home,Urban,228,Rejected
53,Female,Yes,2,Graduate,Salaried,17,624,636,758,Good,91,300,Home,Semiurban,500,Approved
41,Female,Yes,1,Not Graduate,Self-Employed,2,906,526,340,Good,409,360,Business,Semiurban,790,Rejected
52,Male,Yes,2,Not Graduate,Salaried,10,1655,700,504,Good,610,240,Other,Rural,993,Rejected
43,Female,No,1,Graduate,Self-Employed,25,1084,36,496,Good,459,360,Other,Urban,895,Rejected
53,Male,No,2,Graduate,Self-Employed,3,1128,778,747,Good,313,240,Car,Rural,962,Approved
23,Female,No,3,Graduate,Unemployed,12,1235,93,783,Bad,76,180,Education,Semiurban,793,Rejected
38,Female,No,2,Graduate,Self-Employed,0,663,888,857,Good,653,240,Education,Urban,899,Rejected
45,Male,No,0,Not Graduate,Business,19,508,629,708,Good,101,240,Personal,Semiurban,216,Approved
62,Male,No,3,Graduate,Self-Employed,5,1007,98,858,Good,354,180,Education,Semiurban,953,Approved
51,Male,No,2,Graduate,Unemployed,20,1085,162,546,Good,584,300,Education,Urban,213,Rejected
23,Female,Yes,0,Graduate,Unemployed,28,1563,681,405,Good,778,300,Business,Semiurban,352,Rejected
60,Female,No,0,Not Graduate,Self-Employed,13,1593,41,384,Good,218,480,Business,Rural,907,Rejected
44,Male,Yes,2,Graduate,Self-Employed,20,1508,51,869,Good,220,480,Education,Urban,667,Approved
52,Female,Yes,3,Not Graduate,Self-Employed,8,1707,612,758,Good,421,300,Home,Semiurban,258,Approved
42,Male,No,2,Graduate,Salaried,8,583,539,603,Bad,634,480,Business,Urban,442,Rejected
43,Male,Yes,3,Not Graduate,Business,24,276,232,596,Good,171,180,Personal,Semiurban,794,Rejected
22,Male,Yes,3,Graduate,Self-Employed,6,1062,393,629,Good,579,480,Home,Urban,818,Rejected
47,Male,No,2,Not Graduate,Business,28,633,202,470,Good,500,180,Home,Semiurban,564,Rejected
62,Male,Yes,0,Not Graduate,Unemployed,14,469,1,789,Good,793,480,Other,Rural,888,Rejected
22,Female,No,3,Graduate,Business,9,1099,385,860,Good,204,480,Car,Semiurban,2,Rejected
46,Female,Yes,1,Graduate,Self-Employed,8,568,493,476,Good,163,300,Business,Semiurban,679,Rejected
37,Male,Yes,1,Not Graduate,Unemployed,28,1720,80,689,Bad,332,180,Other,Urban,347,Rejected
60,Female,Yes,0,Graduate,Self-Employed,27,1666,702,882,Good,778,300,Other,Semiurban,314,Rejected
53,Male,Yes,0,Graduate,Business,23,996,487,554,Good,192,240,Other,Semiurban,674,Rejected
29,Female,No,2,Not Graduate,Business,23,1868,624,477,Good,743,360,Education,Urban,354,Rejected
63,Female,No,3,Graduate,Salaried,14,1022,460,513,Good,506,360,Home,Rural,36,Rejected
59,Male,No,2,Graduate,Business,20,869,933,641,Bad,707,300,Education,Semiurban,814,Rejected
49,Female,Yes,1,Graduate,Unemployed,8,1500,321,450,Good,562,360,Business,Semiurban,462,Rejected
62,Male,Yes,1,Graduate,Self-Employed,23,448,184,503,Good,429,240,Car,Rural,284,Rejected
46,Female,Yes,3,Not Graduate,Business,6,1629,51,877,Good,735,360,Personal,Rural,63,Rejected
55,Male,Yes,3,Not Graduate,Self-Employed,23,1101,985,569,Bad,248,180,Personal,Semiurban,165,Rejected
45,Male,No,1,Not Graduate,Salaried,24,1617,410,628,Good,451,180,Home,Semiurban,413,Rejected
44,Male,Yes,2,Not Graduate,Self-Employed,22,1421,756,408,Good,66,480,Personal,Rural,388,Rejected
33,Male,No,3,Graduate,Self-Employed,24,491,625,533,Good,85,480,Personal,Rural,366,Rejected
27,Male,Yes,2,Not Graduate,Business,7,1414,820,645,Good,662,240,Other,Urban,10,Rejected
56,Male,Yes,3,Graduate,Business,1,720,934,806,Bad,491,480,Education,Urban,873,Rejected
40,Female,No,0,Graduate,Self-Employed,2,646,420,584,Bad,285,240,Business,Semiurban,224,Rejected
21,Male,No,2,Not Graduate,Salaried,21,1002,224,486,Good,179,240,Personal,Urban,528,Rejected
28,Female,No,1,Graduate,Unemployed,21,1914,952,376,Good,471,180,Personal,Semiurban,271,Rejected
36,Male,No,0,Not Graduate,Unemployed,22,1658,977,445,Bad,510,240,Business,Semiurban,620,Rejected
34,Female,Yes,2,Graduate,Unemployed,1,1870,28,370,Good,476,180,Home,Rural,490,Rejected
32,Male,No,3,Graduate,Unemployed,27,401,579,760,Good,468,480,Education,Rural,888,Rejected
43,Male,No,1,Not Graduate,Self-Employed,0,1098,367,488,Good,188,360,Home,Semiurban,638,Rejected
35,Female,Yes,3,Graduate,Self-Employed,26,886,477,664,Good,786,240,Personal,Rural,488,Rejected
48,Male,Yes,2,Graduate,Self-Employed,11,178,421,667,Bad,588,300,Other,Urban,834,Rejected
54,Male,Yes,0,Not Graduate,Self-Employed,4,683,592,519,Good,297,360,Personal,Rural,69,Rejected
22,Male,Yes,2,Not Graduate,Salaried,29,708,120,721,Good,160,300,Home,Rural,986,Approved
52,Male,No,1,Graduate,Self-Employed,26,582,431,808,Good,486,240,Education,Rural,51,Rejected
43,Female,No,0,Not Graduate,Self-Employed,17,1867,504,417,Good,664,480,Home,Semiurban,878,Rejected
42,Male,Yes,1,Graduate,Self-Employed,24,1136,743,455,Good,448,240,Home,Rural,519,Rejected
45,Female,No,3,Not Graduate,Business,18,1557,120,737,Good,424,300,Home,Semiurban,608,Approved
42,Male,No,0,Not Graduate,Unemployed,27,514,780,809,Good,662,360,Personal,Semiurban,392,Rejected
42,Male,Yes,2,Graduate,Business,1,1834,723,600,Bad,488,180,Car,Semiurban,259,Rejected
62,Male,No,3,Not Graduate,Salaried,27,951,184,726,Good,439,180,Education,Rural,227,Approved
26,Male,No,3,Graduate,Salaried,15,738,739,406,Bad,657,360,Car,Urban,158,Rejected
35,Female,Yes,2,Not Graduate,Unemployed,27,1033,772,716,Good,156,240,Home,Semiurban,770,Approved
63,Male,No,3,Graduate,Unemployed,22,412,794,804,Bad,610,480,Business,Urban,284,Rejected
57,Male,No,1,Graduate,Self-Employed,5,875,470,740,Bad,548,480,Other,Urban,896,Rejected
53,Male,Yes,2,Not Graduate,Unemployed,23,711,266,536,Good,298,360,Other,Urban,553,Rejected
28,Female,No,3,Not Graduate,Salaried,24,602,546,527,Good,672,360,Personal,Semiurban,174,Rejected
64,Female,Yes,0,Graduate,Self-Employed,2,625,465,531,Good,460,300,Business,Rural,794,Rejected
64,Female,Yes,2,Not Graduate,Salaried,7,1473,363,307,Good,327,240,Other,Semiurban,293,Rejected
25,Female,Yes,2,Graduate,Business,3,1302,308,599,Good,772,300,Business,Urban,872,Rejected
59,Male,Yes,3,Graduate,Self-Employed,17,620,505,726,Good,375,240,Home,Urban,137,Rejected
24,Male,Yes,2,Graduate,Self-Employed,19,1776,450,636,Good,592,180,Home,Rural,344,Rejected
26,Female,Yes,2,Not Graduate,Business,3,815,286,431,Good,56,300,Business,Rural,225,Rejected
52,Male,No,2,Not Graduate,Salaried,7,293,874,318,Good,589,300,Business,Semiurban,43,Rejected
50,Male,Yes,2,Graduate,Unemployed,25,649,398,489,Bad,546,480,Business,Semiurban,710,Rejected
55,Female,No,2,Not Graduate,Self-Employed,23,1656,226,892,Good,426,240,Car,Rural,207,Rejected
60,Male,Yes,2,Not Graduate,Unemployed,28,1792,742,644,Good,245,360,Personal,Rural,300,Rejected
36,Female,Yes,1,Not Graduate,Business,6,695,261,636,Good,172,300,Other,Rural,203,Rejected
33,Female,Yes,3,Graduate,Salaried,19,995,220,438,Good,626,360,Other,Urban,474,Rejected
62,Female,No,1,Graduate,Salaried,17,1301,858,357,Good,314,480,Home,Urban,155,Rejected
50,Female,No,3,Not Graduate,Salaried,0,803,987,379,Good,292,180,Education,Semiurban,587,Rejected
39,Female,Yes,2,Graduate,Unemployed,26,1507,898,530,Good,440,180,Car,Rural,226,Rejected
37,Female,No,3,Graduate,Unemployed,17,876,150,893,Good,631,300,Education,Urban,444,Rejected
39,Male,Yes,1,Graduate,Unemployed,1,370,857,537,Good,117,300,Personal,Urban,302,Rejected
48,Male,Yes,3,Not Graduate,Unemployed,18,1048,26,302,Good,478,480,Business,Semiurban,601,Rejected
46,Male,No,2,Graduate,Self-Employed,9,836,633,415,Good,479,300,Education,Rural,605,Rejected
57,Female,Yes,2,Graduate,Unemployed,20,280,645,502,Good,289,300,Personal,Rural,760,Rejected
46,Female,Yes,2,Not Graduate,Business,0,358,672,602,Good,81,180,Home,Urban,610,Rejected
43,Female,No,1,Not Graduate,Self-Employed,20,1978,845,873,Good,574,240,Personal,Urban,189,Rejected
29,Male,Yes,0,Graduate,Salaried,6,121,883,377,Bad,656,180,Personal,Rural,175,Rejected
32,Male,Yes,2,Not Graduate,Unemployed,27,394,514,834,Good,289,240,Personal,Urban,897,Rejected
21,Female,No,2,Graduate,Unemployed,13,1900,914,805,Good,391,480,Home,Urban,617,Approved
21,Female,No,3,Not Graduate,Self-Employed,0,623,615,577,Good,562,240,Business,Rural,673,Rejected
54,Female,Yes,0,Graduate,Salaried,3,645,402,579,Good,384,240,Car,Rural,109,Rejected
52,Female,Yes,3,Not Graduate,Salaried,10,1424,410,454,Bad,63,240,Business,Semiurban,361,Rejected
45,Female,No,1,Graduate,Business,1,1476,945,316,Good,496,360,Home,Semiurban,303,Rejected
60,Male,No,0,Graduate,Self-Employed,7,1886,932,626,Good,153,240,Home,Semiurban,234,Rejected
21,Female,Yes,2,Graduate,Business,17,1941,441,424,Bad,98,240,Car,Semiurban,383,Rejected
36,Female,No,0,Graduate,Self-Employed,16,966,498,684,Good,157,180,Personal,Semiurban,485,Approved
59,Female,No,2,Not Graduate,Self-Employed,13,1791,937,677,Good,523,240,Car,Semiurban,437,Approved
25,Female,No,1,Graduate,Self-Employed,29,906,815,543,Good,202,300,Education,Urban,205,Rejected
42,Male,Yes,3,Graduate,Salaried,17,358,818,653,Good,768,180,Personal,Rural,58,Rejected
49,Female,Yes,1,Not Graduate,Business,9,1298,615,720,Good,101,240,Education,Urban,230,Approved
23,Female,Yes,1,Not Graduate,Business,19,623,360,664,Good,88,480,Education,Semiurban,128,Approved
32,Female,Yes,2,Graduate,Unemployed,20,1678,961,698,Good,588,360,Personal,Rural,239,Rejected
46,Male,Yes,3,Not Graduate,Business,17,432,428,409,Good,206,480,Personal,Urban,139,Rejected
36,Female,No,1,Graduate,Unemployed,19,1499,269,355,Good,264,360,Home,Semiurban,637,Rejected
57,Male,No,0,Not Graduate,Unemployed,22,806,176,342,Good,552,240,Home,Rural,85,Rejected
42,Female,No,1,Not Graduate,Salaried,4,1633,55,897,Good,352,180,Personal,Semiurban,203,Approved
49,Female,Yes,2,Graduate,Unemployed,7,1909,923,679,Good,519,300,Business,Urban,258,Rejected
34,Female,Yes,0,Graduate,Self-Employed,9,1746,825,526,Good,539,300,Business,Urban,842,Rejected
48,Female,No,0,Graduate,Self-Employed,24,189,137,569,Good,638,360,Home,Semiurban,921,Rejected
25,Female,No,3,Graduate,Salaried,0,877,766,744,Good,394,480,Education,Rural,741,Rejected
50,Female,No,0,Graduate,Self-Employed,16,1623,165,535,Bad,750,480,Home,Rural,657,Rejected
25,Female,No,0,Not Graduate,Self-Employed,18,1383,155,511,Good,502,300,Other,Rural,650,Rejected
32,Female,Yes,2,Not Graduate,Business,23,1992,524,399,Bad,458,180,Other,Urban,476,Rejected
36,Female,Yes,3,Not Graduate,Salaried,16,367,504,887,Good,209,180,Home,Urban,873,Approved
46,Male,No,1,Not Graduate,Self-Employed,9,152,475,488,Good,168,240,Personal,Rural,822,Rejected
46,Male,Yes,0,Graduate,Salaried,17,1814,236,308,Good,424,180,Other,Urban,626,Rejected
41,Male,Yes,1,Not Graduate,Salaried,29,371,254,652,Good,159,360,Home,Semiurban,696,Approved
59,Male,Yes,1,Not Graduate,Self-Employed,0,244,912,515,Good,357,300,Personal,Urban,774,Rejected
56,Female,Yes,1,Not Graduate,Self-Employed,29,1611,894,707,Good,767,180,Car,Urban,966,Approved
53,Female,No,3,Not Graduate,Unemployed,16,962,708,496,Good,652,300,Home,Urban,914,Rejected
50,Male,No,1,Graduate,Salaried,27,509,686,890,Good,733,480,Education,Rural,955,Rejected
57,Male,Yes,2,Graduate,Salaried,12,1893,452,728,Good,208,300,Car,Rural,352,Approved
43,Male,No,3,Not Graduate,Self-Employed,24,128,274,575,Bad,619,480,Education,Semiurban,158,Rejected
30,Male,Yes,3,Not Graduate,Unemployed,27,1631,225,523,Good,58,240,Education,Urban,815,Rejected
25,Female,No,3,Not Graduate,Business,9,1473,744,881,Good,238,300,Car,Semiurban,987,Approved
56,Male,No,3,Not Graduate,Self-Employed,0,1619,618,657,Good,294,300,Other,Urban,400,Rejected
54,Female,No,0,Graduate,Unemployed,19,1810,934,666,Good,97,480,Other,Urban,948,Approved
51,Female,No,0,Not Graduate,Salaried,6,1006,382,744,Bad,150,180,Home,Rural,387,Rejected
30,Female,No,1,Graduate,Salaried,27,1480,191,775,Bad,214,180,Business,Semiurban,66,Rejected
39,Male,No,0,Not Graduate,Self-Employed,20,773,350,604,Good,370,480,Other,Urban,565,Rejected
52,Male,No,3,Graduate,Unemployed,25,601,408,366,Good,640,240,Education,Rural,837,Rejected
21,Female,Yes,1,Not Graduate,Self-Employed,12,1066,818,675,Good,521,480,Personal,Urban,766,Approved
25,Male,No,2,Graduate,Salaried,20,1354,192,310,Good,542,300,Business,Urban,912,Rejected
24,Male,Yes,0,Graduate,Unemployed,6,1664,625,664,Good,659,360,Home,Semiurban,444,Approved
36,Female,No,3,Graduate,Unemployed,5,1092,213,861,Good,397,240,Education,Rural,488,Approved
44,Female,No,1,Not Graduate,Salaried,21,220,421,431,Good,102,300,Personal,Semiurban,449,Rejected
36,Male,No,0,Not Graduate,Salaried,12,276,239,587,Bad,363,300,Car,Rural,269,Rejected
22,Female,Yes,3,Graduate,Business,7,1755,604,735,Good,224,240,Other,Urban,340,Approved
48,Male,Yes,1,Graduate,Business,15,446,961,534,Good,572,300,Personal,Urban,639,Rejected
52,Male,Yes,0,Not Graduate,Salaried,25,243,104,653,Good,105,300,Other,Urban,792,Approved
47,Female,Yes,2,Not Graduate,Unemployed,8,436,361,340,Good,225,360,Other,Urban,306,Rejected
40,Female,Yes,0,Graduate,Salaried,12,1838,733,509,Good,668,360,Other,Rural,17,Rejected
44,Male,No,3,Not Graduate,Self-Employed,26,1009,400,627,Good,247,300,Home,Urban,804,Rejected
32,Female,Yes,3,Graduate,Salaried,1,1392,163,681,Good,63,480,Personal,Rural,386,Rejected
55,Male,Yes,2,Not Graduate,Unemployed,11,1030,691,624,Good,462,480,Other,Rural,698,Rejected
53,Female,Yes,2,Not Graduate,Business,11,151,781,380,Good,685,360,Car,Urban,136,Rejected
53,Male,No,1,Graduate,Salaried,25,636,784,786,Good,385,360,Home,Semiurban,343,Rejected
63,Female,No,1,Not Graduate,Business,14,843,539,338,Good,501,360,Other,Urban,982,Rejected
57,Male,No,3,Not Graduate,Self-Employed,19,335,116,477,Good,631,360,Personal,Semiurban,765,Rejected
32,Male,Yes,0,Not Graduate,Unemployed,9,480,901,387,Good,261,360,Business,Rural,177,Rejected
23,Female,No,2,Graduate,Business,24,590,392,604,Good,324,240,Personal,Semiurban,101,Rejected
21,Male,Yes,1,Graduate,Self-Employed,13,542,138,754,Good,357,480,Business,Urban,58,Rejected
53,Male,No,3,Not Graduate,Unemployed,29,559,839,795,Bad,618,180,Car,Semiurban,517,Rejected
60,Male,No,3,Graduate,Unemployed,25,1874,46,764,Good,188,180,Car,Urban,713,Approved
30,Male,No,3,Not Graduate,Business,16,984,435,575,Good,464,180,Education,Rural,810,Rejected
